,winner,loser,winner_score,loser_score,year,joincol,assist_percentage,block_percentage,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,free_throws_per_field_goal_attempt,offensive_rating,offensive_rebound_percentage,opp_assist_percentage,opp_block_percentage,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_free_throw_attempt_rate,opp_free_throws_per_field_goal_attempt,opp_offensive_rebound_percentage,opp_three_point_attempt_rate,opp_three_point_field_goal_percentage,opp_total_rebound_percentage,opp_true_shooting_percentage,opp_turnover_percentage,opp_two_point_field_goal_percentage,pace,steal_percentage,strength_of_schedule,three_point_attempt_rate,three_point_field_goal_percentage,total_rebound_percentage,true_shooting_percentage,turnover_percentage,two_point_field_goal_percentage,win_percentage,wins,did_win
0,YOUNGSTOWN-STATE,IUPUI,75,73,2019,1,-1.8,1.1,-0.011,-0.026,-0.109,-0.001,-0.077,-1.4,-0.6,-1,-1.7,0.01,0.016,0.052,0.049,1.3,-0.008,-0.022,1.7,0.018,-2.3,0.037,-1,-0.6,0.99,0.08,0.003,-1.7,-0.019,-1.1,-0.022,-0.11,-4,1
0,YOUNGSTOWN-STATE,IUPUI,75,73,2019,1,1.8,-1.1,0.011,0.026,0.109,0.001,0.077,1.4,0.6,1,1.7,-0.01,-0.016,-0.052,-0.049,-1.3,0.008,0.022,-1.7,-0.018,2.3,-0.037,1,0.6,-0.99,-0.08,-0.003,1.7,0.019,1.1,0.022,0.11,4,0
0,JACKSONVILLE-STATE,TENNESSEE-TECH,67,57,2019,1,-5.1,1.1,0.034,0.046,-0.057,0.112,-0.001,15,5,-11,-3.2,-0.02,-0.028,-0.025,-0.012,-6.6,0.048,0.001,-6,-0.017,1.3,-0.034,-1.6,0.3,-2.47,-0.041,-0.029,6,0.042,-4.1,0.073,0.469,16,1
0,JACKSONVILLE-STATE,TENNESSEE-TECH,67,57,2019,1,5.1,-1.1,-0.034,-0.046,0.057,-0.112,0.001,-15,-5,11,3.2,0.02,0.028,0.025,0.012,6.6,-0.048,-0.001,6,0.017,-1.3,0.034,1.6,-0.3,2.47,0.041,0.029,-6,-0.042,4.1,-0.073,-0.469,-16,0
0,KENT-STATE,WESTERN-MICHIGAN,82,63,2019,1,0.7,3.7,0.009,0.007,-0.058,0.033,-0.03,9,3.7,0.7,-1.4,0.005,0.012,0.05,0.033,2.3,-0.007,-0.023,0.5,0.008,3.5,0.031,-0.8,3.4,-0.87,-0.016,0.022,-0.5,0.007,-4.7,-0.006,0.417,14,1
0,KENT-STATE,WESTERN-MICHIGAN,82,63,2019,1,-0.7,-3.7,-0.009,-0.007,0.058,-0.033,0.03,-9,-3.7,-0.7,1.4,-0.005,-0.012,-0.05,-0.033,-2.3,0.007,0.023,-0.5,-0.008,-3.5,-0.031,0.8,-3.4,0.87,0.016,-0.022,0.5,-0.007,4.7,0.006,-0.417,-14,0
0,ST-FRANCIS-NY,LONG-ISLAND-UNIVERSITY,83,76,2019,1,-6.3,-1.4,-0.02,-0.014,-0.05,-0.025,-0.042,-1.1,-0.4,-4,-0.6,0.004,0.007,0.034,0.033,-1.5,-0.011,-0.006,1,0.011,1,0.01,-2.3,-1,0.63,-0.027,-0.006,-1,-0.025,-2.3,-0.028,0.015,1,1
0,ST-FRANCIS-NY,LONG-ISLAND-UNIVERSITY,83,76,2019,1,6.3,1.4,0.02,0.014,0.05,0.025,0.042,1.1,0.4,4,0.6,-0.004,-0.007,-0.034,-0.033,1.5,0.011,0.006,-1,-0.011,-1,-0.01,2.3,1,-0.63,0.027,0.006,1,0.025,2.3,0.028,-0.015,-1,0
0,MERCER,WESTERN-CAROLINA,74,65,2019,1,0.8,3.9,-0.023,-0.003,0.011,0.013,0.012,4.7,0.4,8.1,-3,-0.023,-0.04,-0.07,-0.048,6.4,0.088,0.012,3.2,-0.024,4.6,-0.049,-2.2,3.8,-0.58,-0.079,-0.026,-3.2,-0.017,-5.5,-0.009,0.136,4,1
0,MERCER,WESTERN-CAROLINA,74,65,2019,1,-0.8,-3.9,0.023,0.003,-0.011,-0.013,-0.012,-4.7,-0.4,-8.1,3,0.023,0.04,0.07,0.048,-6.4,-0.088,-0.012,-3.2,0.024,-4.6,0.049,2.2,-3.8,0.58,0.079,0.026,3.2,0.017,5.5,0.009,-0.136,-4,0
0,WESTERN-KENTUCKY,MIDDLE-TENNESSEE,71,63,2019,1,3.7,6.8,0.023,0.028,0.082,0.047,0.073,6.9,-3.1,-0.5,0.9,-0.012,-0.013,-0.076,-0.06,0.6,0.004,0.002,0.7,-0.019,0.7,-0.022,-1.3,1.4,-0.48,-0.032,0.001,-0.7,0.034,-2.4,0.033,0.244,9,1
0,WESTERN-KENTUCKY,MIDDLE-TENNESSEE,71,63,2019,1,-3.7,-6.8,-0.023,-0.028,-0.082,-0.047,-0.073,-6.9,3.1,0.5,-0.9,0.012,0.013,0.076,0.06,-0.6,-0.004,-0.002,-0.7,0.019,-0.7,0.022,1.3,-1.4,0.48,0.032,-0.001,0.7,-0.034,2.4,-0.033,-0.244,-9,0
0,MONTANA,WEBER-STATE,83,80,2019,1,10.7,-1.2,0.024,0.016,-0.053,-0.057,-0.057,3.4,6.9,0.2,0.6,0.014,0.004,0.053,0.055,-1.3,0.038,0.025,-2.9,0.025,3.6,0.001,-4.8,2.2,1.07,0.031,0.012,2.9,0.009,1,0.027,0.198,8,1
0,MONTANA,WEBER-STATE,83,80,2019,1,-10.7,1.2,-0.024,-0.016,0.053,0.057,0.057,-3.4,-6.9,-0.2,-0.6,-0.014,-0.004,-0.053,-0.055,1.3,-0.038,-0.025,2.9,-0.025,-3.6,-0.001,4.8,-2.2,-1.07,-0.031,-0.012,-2.9,-0.009,-1,-0.027,-0.198,-8,0
0,MONTANA-STATE,IDAHO-STATE,84,76,2019,1,8,-3.6,0.011,0.009,0.06,0.002,0.045,2.9,-0.7,0.2,-0.9,0.015,0.006,-0.011,-0.019,-2.9,0.068,-0.017,-1,0.008,2.2,0.041,2.7,0,-1,0.003,0.01,1,0.016,-0.2,0.009,0.102,4,1
0,MONTANA-STATE,IDAHO-STATE,84,76,2019,1,-8,3.6,-0.011,-0.009,-0.06,-0.002,-0.045,-2.9,0.7,-0.2,0.9,-0.015,-0.006,0.011,0.019,2.9,-0.068,0.017,1,-0.008,-2.2,-0.041,-2.7,0,1,-0.003,-0.01,-1,-0.016,0.2,-0.009,-0.102,-4,0
0,MURRAY-STATE,AUSTIN-PEAY,73,71,2019,1,13.1,2.3,0.02,0.02,-0.007,0.027,0.004,2,-1.8,-6.7,1.3,-0.053,-0.04,-0.063,-0.037,0.5,-0.024,-0.046,-0.4,-0.049,-2.1,-0.045,0,0,1.3,0.023,-0.029,0.4,0.02,0.6,0.053,0.181,6,1
0,MURRAY-STATE,AUSTIN-PEAY,73,71,2019,1,-13.1,-2.3,-0.02,-0.02,0.007,-0.027,-0.004,-2,1.8,6.7,-1.3,0.053,0.04,0.063,0.037,-0.5,0.024,0.046,0.4,0.049,2.1,0.045,0,0,-1.3,-0.023,0.029,-0.4,-0.02,-0.6,-0.053,-0.181,-6,0
0,FURMAN,NORTH-CAROLINA-GREENSBORO,67,57,2019,1,10.9,-0.1,0.039,0.017,-0.046,0.02,-0.026,3.5,-1.9,-0.6,3,-0.025,-0.019,-0.084,-0.066,0.4,-0.003,-0.03,-0.1,-0.033,-2.7,-0.012,-1.6,0.1,-0.6,0.102,0.019,0.1,0.033,1.1,0.051,-0.048,-4,1
0,FURMAN,NORTH-CAROLINA-GREENSBORO,67,57,2019,1,-10.9,0.1,-0.039,-0.017,0.046,-0.02,0.026,-3.5,1.9,0.6,-3,0.025,0.019,0.084,0.066,-0.4,0.003,0.03,0.1,0.033,2.7,0.012,1.6,-0.1,0.6,-0.102,-0.019,-0.1,-0.033,-1.1,-0.051,0.048,4,0
0,FLORIDA-ATLANTIC,NORTH-TEXAS,57,47,2019,1,0.3,0.3,-0.025,-0.025,0.001,0.082,0.024,-4,-1.7,0.7,-5.1,0.011,0.004,-0.067,-0.039,0,0.041,0.002,0.8,0.007,-1.1,0.017,2.8,-1.6,1.72,0.015,-0.015,-0.8,-0.012,0.8,-0.028,-0.121,-4,1
0,FLORIDA-ATLANTIC,NORTH-TEXAS,57,47,2019,1,-0.3,-0.3,0.025,0.025,-0.001,-0.082,-0.024,4,1.7,-0.7,5.1,-0.011,-0.004,0.067,0.039,0,-0.041,-0.002,-0.8,-0.007,1.1,-0.017,-2.8,1.6,-1.72,-0.015,0.015,0.8,0.012,-0.8,0.028,0.121,4,0
0,NORTHEASTERN,NORTH-CAROLINA-WILMINGTON,81,77,2019,1,-1.8,0,0.056,0.033,0.004,0.018,0.01,4.4,-9.7,-3.2,1.3,-0.035,-0.013,-0.042,-0.03,-1.5,-0.071,-0.049,2.7,-0.034,1.9,-0.008,-3.9,2.8,1.34,0.089,0.033,-2.7,0.052,-0.8,0.059,0.373,13,1
0,NORTHEASTERN,NORTH-CAROLINA-WILMINGTON,81,77,2019,1,1.8,0,-0.056,-0.033,-0.004,-0.018,-0.01,-4.4,9.7,3.2,-1.3,0.035,0.013,0.042,0.03,1.5,0.071,0.049,-2.7,0.034,-1.9,0.008,3.9,-2.8,-1.34,-0.089,-0.033,2.7,-0.052,0.8,-0.059,-0.373,-13,0
0,PORTLAND-STATE,NORTHERN-ARIZONA,103,94,2019,1,2.2,5.2,-0.02,-0.008,0.033,-0.003,0.022,2.9,13.1,0.5,0.4,-0.025,-0.008,0.138,0.1,0.2,-0.076,-0.011,-6,-0.01,3.5,-0.031,2.2,2.3,0.45,-0.031,-0.037,6,-0.014,0.9,0.003,0.177,6,1
0,PORTLAND-STATE,NORTHERN-ARIZONA,103,94,2019,1,-2.2,-5.2,0.02,0.008,-0.033,0.003,-0.022,-2.9,-13.1,-0.5,-0.4,0.025,0.008,-0.138,-0.1,-0.2,0.076,0.011,6,0.01,-3.5,0.031,-2.2,-2.3,-0.45,0.031,0.037,-6,0.014,-0.9,-0.003,-0.177,-6,0
0,NORTHERN-COLORADO,IDAHO,75,47,2019,1,-1.6,3.2,0.034,0.021,0.058,-0.021,0.034,10.5,4.4,-13.5,1.8,-0.016,-0.001,-0.043,-0.026,-5.9,-0.123,0.034,-4.4,-0.015,4.4,-0.054,0.8,1.9,-0.57,0.078,-0.008,4.4,0.031,-2.1,0.064,0.5,16,1
0,NORTHERN-COLORADO,IDAHO,75,47,2019,1,1.6,-3.2,-0.034,-0.021,-0.058,0.021,-0.034,-10.5,-4.4,13.5,-1.8,0.016,0.001,0.043,0.026,5.9,0.123,-0.034,4.4,0.015,-4.4,0.054,-0.8,-1.9,0.57,-0.078,0.008,-4.4,-0.031,2.1,-0.064,-0.5,-16,0
0,GREEN-BAY,OAKLAND,66,54,2019,1,-14.8,2.7,-0.028,-0.007,-0.018,-0.039,-0.027,-4,0.7,-6.9,-2,-0.014,-0.016,0.043,0.024,-2.1,0.03,-0.014,-0.8,-0.012,2,-0.01,6.5,1.7,1.12,-0.075,-0.04,0.8,-0.032,-1.3,-0.004,0.068,5,1
0,GREEN-BAY,OAKLAND,66,54,2019,1,14.8,-2.7,0.028,0.007,0.018,0.039,0.027,4,-0.7,6.9,2,0.014,0.016,-0.043,-0.024,2.1,-0.03,0.014,0.8,0.012,-2,0.01,-6.5,-1.7,-1.12,0.075,0.04,-0.8,0.032,1.3,0.004,-0.068,-5,0
0,NORTH-DAKOTA-STATE,ORAL-ROBERTS,85,73,2019,1,-4.8,-2.8,0.013,-0.002,0.055,0.086,0.066,4.3,-9.7,-11.4,1.5,-0.011,0.001,-0.068,-0.051,-1.5,-0.044,-0.019,3.4,-0.016,0,0.002,-2.3,0,-0.16,0.08,0.003,-3.4,0.027,-3.3,0.017,0.199,8,1
0,NORTH-DAKOTA-STATE,ORAL-ROBERTS,85,73,2019,1,4.8,2.8,-0.013,0.002,-0.055,-0.086,-0.066,-4.3,9.7,11.4,-1.5,0.011,-0.001,0.068,0.051,1.5,0.044,0.019,-3.4,0.016,0,-0.002,2.3,0,0.16,-0.08,-0.003,3.4,-0.027,3.3,-0.017,-0.199,-8,0
0,SAN-FRANCISCO,PEPPERDINE,89,77,2019,1,-4.6,0.7,0.012,0.023,-0.05,-0.105,-0.07,5.8,5.9,-11.9,1,-0.048,-0.032,-0.054,-0.032,-3.6,-0.065,-0.025,-4.8,-0.043,-3.1,-0.056,-3.4,-0.6,0.5,-0.027,-0.027,4.8,-0.008,-2.8,0.051,0.206,5,1
0,SAN-FRANCISCO,PEPPERDINE,89,77,2019,1,4.6,-0.7,-0.012,-0.023,0.05,0.105,0.07,-5.8,-5.9,11.9,-1,0.048,0.032,0.054,0.032,3.6,0.065,0.025,4.8,0.043,3.1,0.056,3.4,0.6,-0.5,0.027,0.027,-4.8,0.008,2.8,-0.051,-0.206,-5,0
0,FLORIDA-INTERNATIONAL,RICE,86,65,2019,1,-3.7,2.6,0.003,0.014,-0.008,-0.046,-0.024,0.8,-0.5,-0.8,1.1,0.002,0.008,0.038,0.021,9.2,-0.028,-0.006,5.8,0.003,7.3,0.009,9,5.8,0.61,-0.015,-0.046,-5.8,-0.006,-1.2,0.053,0.182,7,1
0,FLORIDA-INTERNATIONAL,RICE,86,65,2019,1,3.7,-2.6,-0.003,-0.014,0.008,0.046,0.024,-0.8,0.5,0.8,-1.1,-0.002,-0.008,-0.038,-0.021,-9.2,0.028,0.006,-5.8,-0.003,-7.3,-0.009,-9,-5.8,-0.61,0.015,0.046,5.8,0.006,1.2,-0.053,-0.182,-7,0
0,MOUNT-ST-MARYS,ROBERT-MORRIS,76,62,2019,1,-8.3,1.6,-0.022,-0.014,0.018,-0.021,0.006,-4,-4,5.1,1,0.001,-0.003,-0.053,-0.046,3.7,0.009,0.011,3.1,-0.007,-4.2,-0.01,1.3,-3.8,1.6,0.016,-0.047,-3.1,-0.021,-1.3,0.011,-0.224,-9,1
0,MOUNT-ST-MARYS,ROBERT-MORRIS,76,62,2019,1,8.3,-1.6,0.022,0.014,-0.018,0.021,-0.006,4,4,-5.1,-1,-0.001,0.003,0.053,0.046,-3.7,-0.009,-0.011,-3.1,0.007,4.2,0.01,-1.3,3.8,-1.6,-0.016,0.047,3.1,0.021,1.3,-0.011,0.224,9,0
0,SACRED-HEART,BRYANT,105,104,2019,1,8.2,3.3,0.033,0.038,0.007,0.043,0.021,7,4.6,-3.7,-1.9,-0.035,-0.032,-0.042,-0.035,-4.1,0.001,-0.017,-5.8,-0.035,-1.7,-0.041,4.8,-0.4,-0.45,-0.067,0.032,5.8,0.035,0.7,0.023,0.136,5,1
0,SACRED-HEART,BRYANT,105,104,2019,1,-8.2,-3.3,-0.033,-0.038,-0.007,-0.043,-0.021,-7,-4.6,3.7,1.9,0.035,0.032,0.042,0.035,4.1,-0.001,0.017,5.8,0.035,1.7,0.041,-4.8,0.4,0.45,0.067,-0.032,-5.8,-0.035,-0.7,-0.023,-0.136,-5,0
0,SAINT-FRANCIS-PA,FAIRLEIGH-DICKINSON,87,62,2019,1,-6.1,-2.6,-0.047,-0.04,-0.019,-0.019,-0.021,0.2,5.4,-1.5,1.9,0.018,0.018,0.016,0.016,-3.7,0.003,-0.001,-2.7,0.019,-2.4,0.031,2.1,-1.2,1.08,0.009,-0.049,2.7,-0.044,-2.8,-0.034,-0.055,-3,1
0,SAINT-FRANCIS-PA,FAIRLEIGH-DICKINSON,87,62,2019,1,6.1,2.6,0.047,0.04,0.019,0.019,0.021,-0.2,-5.4,1.5,-1.9,-0.018,-0.018,-0.016,-0.016,3.7,-0.003,0.001,2.7,-0.019,2.4,-0.031,-2.1,1.2,-1.08,-0.009,0.049,-2.7,0.044,2.8,0.034,0.055,3,0
0,SAINT-MARYS-CA,SANTA-CLARA,66,55,2019,1,-18.7,-2.6,0.021,0.027,-0.052,0.026,-0.03,12.2,6.5,-11.2,0.9,0.003,0.006,-0.063,-0.035,-5.2,-0.027,0.005,-5.2,0,0.4,0,-3.1,2.3,3.48,-0.049,0.018,5.2,0.018,-4.3,0.022,0.131,6,1
0,SAINT-MARYS-CA,SANTA-CLARA,66,55,2019,1,18.7,2.6,-0.021,-0.027,0.052,-0.026,0.03,-12.2,-6.5,11.2,-0.9,-0.003,-0.006,0.063,0.035,5.2,0.027,-0.005,5.2,0,-0.4,0,3.1,-2.3,-3.48,0.049,-0.018,-5.2,-0.018,4.3,-0.022,-0.131,-6,0
0,TEXAS-PAN-AMERICAN,SEATTLE,59,44,2019,1,10.9,-1.3,-0.033,-0.02,0.089,-0.022,0.054,-6,-3.6,16,1.6,0.039,0.037,0.052,0.024,6.5,0.014,0.002,6.5,0.032,7,0.058,2.2,6.8,2.24,-0.033,-0.052,-6.5,-0.024,0.4,-0.011,-0.004,2,1
0,TEXAS-PAN-AMERICAN,SEATTLE,59,44,2019,1,-10.9,1.3,0.033,0.02,-0.089,0.022,-0.054,6,3.6,-16,-1.6,-0.039,-0.037,-0.052,-0.024,-6.5,-0.014,-0.002,-6.5,-0.032,-7,-0.058,-2.2,-6.8,-2.24,0.033,0.052,6.5,0.024,-0.4,0.011,0.004,-2,0
0,NEBRASKA-OMAHA,SOUTH-DAKOTA-STATE,85,84,2019,1,-6.6,-0.3,-0.038,-0.026,-0.086,-0.057,-0.08,-4.4,1.2,0.2,-0.1,0.048,0.05,0.023,0.031,2.5,-0.037,0.018,4.1,0.051,1.2,0.066,-2.8,-0.4,1.35,-0.048,-0.016,-4.1,-0.047,-2.6,-0.043,-0.071,-3,1
0,NEBRASKA-OMAHA,SOUTH-DAKOTA-STATE,85,84,2019,1,6.6,0.3,0.038,0.026,0.086,0.057,0.08,4.4,-1.2,-0.2,0.1,-0.048,-0.05,-0.023,-0.031,-2.5,0.037,-0.018,-4.1,-0.051,-1.2,-0.066,2.8,0.4,-1.35,0.048,0.016,4.1,0.047,2.6,0.043,0.071,3,0
0,TENNESSEE-MARTIN,SOUTHEAST-MISSOURI-STATE,81,72,2019,1,1.1,1,-0.003,0.006,-0.011,0.064,0.01,6.1,5.6,4.8,-2.2,0.041,0.029,-0.065,-0.054,4.9,-0.002,0.062,0.2,0.028,1.4,0.005,1,1.8,0.07,-0.018,-0.026,-0.2,0.005,-1.7,0.022,0.064,2,1
0,TENNESSEE-MARTIN,SOUTHEAST-MISSOURI-STATE,81,72,2019,1,-1.1,-1,0.003,-0.006,0.011,-0.064,-0.01,-6.1,-5.6,-4.8,2.2,-0.041,-0.029,0.065,0.054,-4.9,0.002,-0.062,-0.2,-0.028,-1.4,-0.005,-1,-1.8,-0.07,0.018,0.026,0.2,-0.005,1.7,-0.022,-0.064,-2,0
0,SACRAMENTO-STATE,SOUTHERN-UTAH,84,73,2019,1,5.1,0.9,-0.013,0.007,-0.05,-0.019,-0.042,-0.3,5.1,5.9,-1.4,0.013,0.013,-0.022,-0.006,2.7,-0.004,0.005,0.2,0.013,3.8,0.017,-4.1,3.1,-0.56,-0.107,-0.008,-0.2,-0.018,-0.2,-0.012,-0.016,-2,1
0,SACRAMENTO-STATE,SOUTHERN-UTAH,84,73,2019,1,-5.1,-0.9,0.013,-0.007,0.05,0.019,0.042,0.3,-5.1,-5.9,1.4,-0.013,-0.013,0.022,0.006,-2.7,0.004,-0.005,-0.2,-0.013,-3.8,-0.017,4.1,-3.1,0.56,0.107,0.008,0.2,0.018,0.2,0.012,0.016,2,0
0,ARKANSAS-LITTLE-ROCK,TEXAS-ARLINGTON,56,52,2019,1,0.3,0.3,0.074,0.075,0.072,-0.085,0.017,2.7,-6.9,2.7,-4.3,0.038,0.017,0.011,0.013,-0.8,0.054,0.055,1.8,0.035,1,0.008,3.7,-1.7,-2.91,-0.06,0.051,-1.8,0.055,2.5,0.071,-0.192,-7,1
0,ARKANSAS-LITTLE-ROCK,TEXAS-ARLINGTON,56,52,2019,1,-0.3,-0.3,-0.074,-0.075,-0.072,0.085,-0.017,-2.7,6.9,-2.7,4.3,-0.038,-0.017,-0.011,-0.013,0.8,-0.054,-0.055,-1.8,-0.035,-1,-0.008,-3.7,1.7,2.91,0.06,-0.051,1.8,-0.055,-2.5,-0.071,0.192,7,0
0,LOUISIANA-TECH,TEXAS-EL-PASO,71,57,2019,1,4.4,2.1,0.037,0.035,-0.005,-0.004,-0.005,14.3,2.9,8.2,-0.7,0.007,0.006,-0.034,-0.013,0.5,0.025,-0.021,-0.2,0.008,0.3,0.028,-2,1.8,-0.6,0.003,0.014,0.2,0.031,-5.4,0.048,0.33,12,1
0,LOUISIANA-TECH,TEXAS-EL-PASO,71,57,2019,1,-4.4,-2.1,-0.037,-0.035,0.005,0.004,0.005,-14.3,-2.9,-8.2,0.7,-0.007,-0.006,0.034,0.013,-0.5,-0.025,0.021,0.2,-0.008,-0.3,-0.028,2,-1.8,0.6,-0.003,-0.014,-0.2,-0.031,5.4,-0.048,-0.33,-12,0
0,SOUTHERN-MISSISSIPPI,TEXAS-SAN-ANTONIO,78,71,2019,1,14.6,4.1,0.033,0.033,-0.006,-0.081,-0.025,3.3,-1.5,5.6,-0.9,-0.01,-0.025,-0.05,-0.053,-0.6,0.069,0.013,-0.9,-0.021,0.9,-0.035,-6.6,2.4,-0.88,-0.044,0.042,0.9,0.019,-1,0.017,0.075,3,1
0,SOUTHERN-MISSISSIPPI,TEXAS-SAN-ANTONIO,78,71,2019,1,-14.6,-4.1,-0.033,-0.033,0.006,0.081,0.025,-3.3,1.5,-5.6,0.9,0.01,0.025,0.05,0.053,0.6,-0.069,-0.013,0.9,0.021,-0.9,0.035,6.6,-2.4,0.88,0.044,-0.042,-0.9,-0.019,1,-0.017,-0.075,-3,0
0,TEXAS-STATE,ARKANSAS-STATE,84,74,2019,1,10.7,-4.1,0.026,0.026,-0.027,-0.052,-0.038,2.7,0.5,-2.3,1.3,-0.033,-0.03,-0.037,-0.034,-5,0.025,-0.041,-2.8,-0.035,3.9,-0.016,-1.7,2,-1.77,0.005,-0.006,2.8,0.012,-0.1,0.047,0.3,11,1
0,TEXAS-STATE,ARKANSAS-STATE,84,74,2019,1,-10.7,4.1,-0.026,-0.026,0.027,0.052,0.038,-2.7,-0.5,2.3,-1.3,0.033,0.03,0.037,0.034,5,-0.025,0.041,2.8,0.035,-3.9,0.016,1.7,-2,1.77,-0.005,0.006,-2.8,-0.012,0.1,-0.047,-0.3,-11,0
0,TULSA,TULANE,80,57,2019,1,-5.2,-2.1,0.041,0.037,0.106,0.006,0.075,8.5,-3.7,3.9,-0.4,-0.024,-0.031,-0.012,-0.005,-1.2,0.053,-0.008,-0.1,-0.02,2.2,-0.032,-2.1,1.2,0.23,0,0.022,0.1,0.045,-2.3,0.046,0.434,14,1
0,TULSA,TULANE,80,57,2019,1,5.2,2.1,-0.041,-0.037,-0.106,-0.006,-0.075,-8.5,3.7,-3.9,0.4,0.024,0.031,0.012,0.005,1.2,-0.053,0.008,0.1,0.02,-2.2,0.032,2.1,-1.2,-0.23,0,-0.022,-0.1,-0.045,2.3,-0.046,-0.434,-14,0
0,NEW-MEXICO-STATE,UTAH-VALLEY,84,77,2019,1,1.4,1.4,-0.017,-0.022,-0.055,-0.047,-0.056,4.4,8.4,-12.8,-2.2,-0.003,-0.006,0.035,0.02,-4.3,0.039,-0.016,-4.1,-0.001,2.8,0.008,-2.1,0,-0.08,0.083,-0.048,4.1,-0.026,-2.8,0.026,0.143,5,1
0,NEW-MEXICO-STATE,UTAH-VALLEY,84,77,2019,1,-1.4,-1.4,0.017,0.022,0.055,0.047,0.056,-4.4,-8.4,12.8,2.2,0.003,0.006,-0.035,-0.02,4.3,-0.039,0.016,4.1,0.001,-2.8,-0.008,2.1,0,0.08,-0.083,0.048,-4.1,0.026,2.8,-0.026,-0.143,-5,0
0,WOFFORD,VIRGINIA-MILITARY-INSTITUTE,95,84,2019,1,-1.8,4,0.071,0.063,-0.023,-0.026,-0.025,16.6,9.5,-3.6,-3.9,-0.058,-0.05,-0.007,-0.007,-3.2,0.008,-0.05,-7.3,-0.053,2.8,-0.048,-5,0.5,0.71,-0.019,0.055,7.3,0.057,-1.3,0.064,0.513,19,1
0,WOFFORD,VIRGINIA-MILITARY-INSTITUTE,95,84,2019,1,1.8,-4,-0.071,-0.063,0.023,0.026,0.025,-16.6,-9.5,3.6,3.9,0.058,0.05,0.007,0.007,3.2,-0.008,0.05,7.3,0.053,-2.8,0.048,5,-0.5,-0.71,0.019,-0.055,-7.3,-0.057,1.3,-0.064,-0.513,-19,0
0,BUFFALO,TOLEDO,88,82,2019,1,-4.4,-1.4,0.001,0.009,0.06,-0.085,0.019,3.4,3.6,-0.5,0.5,0.008,0.009,0.049,0.039,0.8,0.014,-0.019,0.1,0.015,4.3,0.029,4.8,2.5,1.91,0.004,-0.041,-0.1,-0.005,-1.4,0.05,0.131,7,1
0,BUFFALO,TOLEDO,88,82,2019,1,4.4,1.4,-0.001,-0.009,-0.06,0.085,-0.019,-3.4,-3.6,0.5,-0.5,-0.008,-0.009,-0.049,-0.039,-0.8,-0.014,0.019,-0.1,-0.015,-4.3,-0.029,-4.8,-2.5,-1.91,-0.004,0.041,0.1,0.005,1.4,-0.05,-0.131,-7,0
0,CORNELL,BROWN,70,66,2019,1,8.2,-2.4,0,-0.001,-0.054,0.007,-0.037,-2.6,-5.2,-6.3,2.1,0.015,0.022,-0.035,-0.021,1.7,-0.07,0.026,3.3,0.012,-2.8,0,-3,-2,1.27,0.019,-0.01,-3.3,-0.003,-0.2,0.012,-0.141,-5,1
0,CORNELL,BROWN,70,66,2019,1,-8.2,2.4,0,0.001,0.054,-0.007,0.037,2.6,5.2,6.3,-2.1,-0.015,-0.022,0.035,0.021,-1.7,0.07,-0.026,-3.3,-0.012,2.8,0,3,2,-1.27,-0.019,0.01,3.3,0.003,0.2,-0.012,0.141,5,0
0,PENNSYLVANIA,DARTMOUTH,82,79,2019,1,2.7,-2.6,0.004,0.002,0.033,-0.082,0.001,-1.6,0.4,-4.9,-0.4,-0.029,-0.028,-0.006,-0.01,2.2,-0.011,0.006,0.6,-0.028,1.9,-0.047,0.8,2,2.24,0.032,-0.015,-0.6,-0.004,0.5,0.023,0.246,8,1
0,PENNSYLVANIA,DARTMOUTH,82,79,2019,1,-2.7,2.6,-0.004,-0.002,-0.033,0.082,-0.001,1.6,-0.4,4.9,0.4,0.029,0.028,0.006,0.01,-2.2,0.011,-0.006,-0.6,0.028,-1.9,0.047,-0.8,-2,-2.24,-0.032,0.015,0.6,0.004,-0.5,-0.023,-0.246,-8,0
0,CANISIUS,FAIRFIELD,72,68,2019,1,5.7,3.7,-0.002,0.001,0.075,-0.001,0.051,3.3,1.3,-2.9,-1.4,0.01,0.009,-0.032,-0.02,2.9,0.017,-0.006,0.3,0.007,-1,0.021,0.4,-0.4,2.29,0.009,-0.026,-0.3,0.004,-1.8,0.025,0.179,6,1
0,CANISIUS,FAIRFIELD,72,68,2019,1,-5.7,-3.7,0.002,-0.001,-0.075,0.001,-0.051,-3.3,-1.3,2.9,1.4,-0.01,-0.009,0.032,0.02,-2.9,-0.017,0.006,-0.3,-0.007,1,-0.021,-0.4,0.4,-2.29,-0.009,0.026,0.3,-0.004,1.8,-0.025,-0.179,-6,0
0,HARVARD,PRINCETON,78,69,2019,1,3.8,4.4,0.063,0.049,0.013,-0.018,0.004,4.2,2.2,5.7,-2.9,0.009,0.003,0.05,0.03,-0.7,0.019,0.017,-2.9,0.01,0.1,-0.001,-1.3,-0.5,1.55,0.014,0.055,2.9,0.054,4.3,0.049,0.042,3,1
